ACSSF,2011e5,la,000,0064,0006019,2509,1183,10,0,26,40,52,87,17,14,43,36,147,54,102,182,182,87,21,15,29,39,1326,109,46,144,83,128,63,211,69,122,7,91,73,93,36,0,19,0,0,32,0,22356,38399,16066,70024300,44567000,34738200,9828800,25457200,18974000,6483300,26128,16875,21094,33668,41767,.,39474,32250,31202,39740,42367,.,17408,12882,16709,29605,39182,.,4534,2126,831,0,831,0,0,0,0,39,44,0,14,17,36,147,54,102,53,151,71,20,15,29,39,1295,943,352,10,0,26,40,13,43,17,0,26,0,0,0,0,129,31,16,1,0,0,0,2408,718,0,718,0,0,14,0,64,45,154,53,108,0,66,46,81,36,0,19,0,0,32,0,1690,1082,608,109,46,130,83,64,18,57,16,14,7,25,27,12,0,0,0,0,0,0,0
ACSSF,2011e5,la,000,0064,0006020,2778,1743,161,79,45,72,51,11,71,0,0,44,189,184,112,107,48,53,46,89,222,159,1035,114,86,94,33,45,64,46,0,42,31,52,76,117,68,0,76,49,21,21,0,31536,34338,22113,105258000,79241800,60382900,18858800,26016200,20731400,5284900,34985,16215,34761,34006,52891,39917,40093,17451,39619,41154,67011,55143,25809,13239,12389,24514,42778,37308,4284,2324,1143,0,1143,13,0,0,30,50,0,57,0,0,23,157,150,82,107,29,53,46,77,141,128,1181,581,600,148,79,45,42,1,11,14,0,0,21,32,34,30,0,19,0,0,12,81,31,1960,571,0,571,15,0,0,0,22,42,37,0,42,18,18,60,101,68,0,57,49,21,21,0,1389,925,464,99,86,94,33,23,22,9,0,0,13,34,16,16,0,0,19,0,0,0,0
ACSSF,2011e5,la,000,0064,0006021,1800,1060,34,38,61,41,0,33,26,23,8,0,82,17,88,77,118,48,177,38,75,76,740,55,53,64,57,32,104,12,38,105,44,48,32,0,33,10,53,0,0,0,0,26731,45106,16042,65266600,51287300,36943200,14344100,13979400,8558100,5421300,31786,14735,38151,21026,46806,53594,47658,14356,47500,62070,54554,.,19704,20463,13781,19474,41250,53177,3056,1519,674,0,674,0,0,0,23,0,33,11,11,8,0,41,10,88,48,89,48,100,38,75,51,845,459,386,34,38,61,18,0,0,15,12,0,0,41,7,0,29,29,0,77,0,0,25,1537,333,0,333,0,0,24,21,8,29,12,38,27,30,45,32,0,11,10,46,0,0,0,0,1204,797,407,55,53,40,36,24,75,0,0,78,14,3,0,0,22,0,7,0,0,0,0
ACSSF,2011e5,la,000,0064,0006022,2961,1574,36,20,89,33,31,58,28,12,122,36,142,67,44,190,56,100,164,41,156,149,1387,123,53,114,52,120,84,57,154,105,79,99,46,123,68,41,31,38,0,0,0,26400,41414,18969,103788000,74704700,52500800,22203900,29083300,20385300,8697900,30026,32125,40000,23558,37730,49211,43621,39671,43915,33542,93500,84000,19976,20573,13214,18553,32049,48500,4729,2255,1004,0,1004,0,0,11,3,31,24,26,3,42,29,125,63,3,164,32,67,148,33,118,82,1251,681,570,36,20,78,30,0,34,2,9,80,7,17,4,41,26,24,33,16,8,38,67,2474,797,0,797,38,0,19,13,31,43,47,87,87,79,99,41,120,32,23,0,38,0,0,0,1677,1087,590,85,53,95,39,89,41,10,67,18,0,0,5,3,36,18,31,0,0,0,0
ACSSF,2011e5,la,000,0064,0006023,3310,1818,101,39,95,0,0,62,59,0,49,64,116,210,13,64,133,226,127,143,184,133,1492,86,220,150,76,3,60,19,88,114,178,41,62,141,99,0,0,0,57,63,35,30537,46516,20965,144086300,106552500,70846800,35705800,37533800,31525700,6008100,36082,54020,31576,24678,53462,73472,50698,58912,33007,46475,54712,49199,23596,21042,18964,23316,37100,105179,4936,2241,1231,0,1231,0,0,0,0,0,42,37,0,38,40,34,200,13,64,94,226,80,118,171,74,1010,423,587,101,39,95,0,0,20,22,0,11,24,82,10,0,0,39,0,47,25,13,59,2695,858,0,858,0,0,23,7,0,46,19,88,98,147,21,41,114,99,0,0,0,57,63,35,1837,1203,634,86,220,127,69,3,14,0,0,16,31,20,21,27,0,0,0,0,0,0,0
ACSSF,2011e5,la,000,0064,0006024,3234,1678,59,47,42,32,67,11,0,45,68,40,149,159,170,118,56,232,137,121,38,87,1556,95,25,160,190,111,138,89,48,42,57,187,49,139,0,33,39,19,15,120,0,27341,38512,16657,108762200,70928600,58013800,12914800,37833600,29583800,8249800,31576,31268,26771,28603,53769,62135,43049,35167,35588,44487,65294,61771,22654,13403,19410,25793,31250,75500,4690,2105,1253,0,1253,0,0,0,0,0,11,0,31,68,40,127,159,143,118,56,232,90,121,12,45,852,427,425,59,47,42,32,67,0,0,14,0,0,22,0,27,0,0,0,47,0,26,42,2585,950,0,950,0,0,12,121,13,109,79,18,42,57,178,33,114,0,0,39,0,15,120,0,1635,1029,606,95,25,148,69,98,29,10,30,0,0,9,16,25,0,33,0,19,0,0,0
ACSSF,2011e5,la,000,0064,0006025,1780,930,50,87,52,19,38,66,45,29,37,0,44,47,0,80,39,88,84,8,67,50,850,46,15,182,11,38,85,57,87,24,59,15,52,39,37,62,24,17,0,0,0,19634,27386,17105,53729000,36122900,24650000,11472900,17606100,13996600,3609500,24449,21944,23390,19797,46696,46597,41420,50435,40142,22446,97614,.,18908,8409,16645,18937,41354,47431,3271,1583,549,0,549,0,0,10,19,0,66,31,21,14,0,44,39,0,49,27,88,41,8,57,35,1034,653,381,50,87,42,0,38,0,14,8,23,0,0,8,0,31,12,0,43,0,10,15,1688,535,0,535,0,0,62,0,10,56,37,87,7,59,8,52,39,37,54,10,17,0,0,0,1153,838,315,46,15,120,11,28,29,20,0,17,0,7,0,0,0,8,14,0,0,0,0
ACSSF,2011e5,la,000,0064,0006026,2562,1197,91,77,83,30,73,0,34,18,40,35,152,32,132,21,41,33,37,31,121,116,1365,90,89,41,47,183,103,121,21,78,63,204,100,54,28,23,24,50,14,32,0,24082,28785,18512,82082700,51572800,39098900,12473900,30509900,21858600,8651300,28150,21375,22287,35703,38889,39861,38342,25650,26711,64583,45000,153000,25450,13281,17304,28813,34231,21771,4214,1834,691,0,691,20,0,11,0,43,0,0,0,10,35,152,13,80,21,41,21,37,31,81,95,1143,637,506,71,77,72,30,30,0,34,18,30,0,0,19,52,0,0,12,0,0,40,21,2380,745,0,745,0,0,12,0,49,43,54,21,78,48,183,86,54,10,13,8,50,14,22,0,1635,1015,620,90,89,29,47,134,60,67,0,0,15,21,14,0,18,10,16,0,0,10,0
ACSSF,2011e5,la,000,0064,0006027,1976,976,10,33,64,14,79,19,15,18,157,14,68,42,5,39,40,37,76,63,76,107,1000,68,74,83,41,111,81,98,55,25,51,51,52,78,20,23,30,35,0,15,9,21717,29583,16071,64684200,42600800,30207900,12392900,22083400,17364400,4719000,26450,18143,28990,23036,35966,60250,44922,26920,45417,19792,61071,67763,18750,13925,16392,23357,35717,52885,3322,1555,619,0,619,0,0,21,14,42,12,15,0,122,14,33,36,5,7,40,4,43,63,64,84,936,579,357,10,33,43,0,37,7,0,18,35,0,35,6,0,32,0,33,33,0,12,23,1767,577,0,577,0,0,0,16,55,62,66,55,7,51,51,30,71,20,12,22,35,0,15,9,1190,767,423,68,74,83,25,56,19,32,0,18,0,0,22,7,0,11,8,0,0,0,0
ACSSF,2011e5,la,000,0064,0006028,2288,1156,100,22,89,11,144,58,70,24,33,35,173,81,64,19,48,39,35,65,32,14,1132,227,29,47,96,51,91,84,80,47,0,205,30,52,52,26,7,8,0,0,0,18101,24429,15744,51682000,32119100,25345900,6773300,19562800,15847900,3714900,20018,13812,25455,17639,38870,.,23429,14397,30256,15788,43158,.,18922,12083,19107,19389,38630,.,4301,2147,730,0,730,10,0,35,11,35,42,14,24,33,17,173,81,31,19,48,25,35,65,32,0,1417,991,426,90,22,54,0,109,16,56,0,0,18,0,0,33,0,0,14,0,0,0,14,2154,605,0,605,0,1,0,27,35,60,23,62,27,0,195,30,52,52,26,7,8,0,0,0,1549,1022,527,227,28,47,69,16,31,61,18,20,0,10,0,0,0,0,0,0,0,0,0
