ACSSF,NC,040,00,0000001,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04000US37,"North Carolina",,,
ACSSF,NC,040,01,0000002,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,,,,,,04001US37,"North Carolina -- Urban",,,
ACSSF,NC,040,43,0000003,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,04043US37,"North Carolina -- Rural",,,
ACSSF,NC,040,A0,0000004,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,040A0US37,"North Carolina -- In metropolitan or micropolitan statistical area",,,
ACSSF,NC,040,C0,0000005,,,,,37,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,040C0US37,"North Carolina -- In metropolitan statistical area",,,
ACSSF,NC,040,C1,0000006,,,,,37,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,Y,,,,,040C1US37,"North Carolina -- In metropolitan statistical area -- in principal city",,,
ACSSF,NC,040,C2,0000007,,,,,37,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,040C2US37,"North Carolina -- In metropolitan statistical area -- not in principal city",,,
ACSSF,NC,040,E0,0000008,,,,,37,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,040E0US37,"North Carolina -- In micropolitan statistical area",,,
ACSSF,NC,040,E1,0000009,,,,,37,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,Y,,,,,040E1US37,"North Carolina -- In micropolitan statistical area -- in principal city",,,
ACSSF,NC,040,E2,0000010,,,,,37,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,040E2US37,"North Carolina -- In micropolitan statistical area -- not in principal city",,,
ACSSF,NC,040,G0,0000011,,,,,37,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,040G0US37,"North Carolina -- Not in metropolitan or micropolitan statistical area",,,
ACSSF,NC,040,H0,0000012,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,040H0US37,"North Carolina -- Not in metropolitan statistical area",,,
