ACSSF,2011e5,me,000,0064,0002046,746,416,19,62,23,14,30,48,13,21,14,22,26,37,33,13,15,11,15,0,0,0,330,40,3,14,10,13,13,12,27,50,23,0,55,20,17,21,0,0,12,0,0,20430,17308,21650,16672500,8840400,4920100,3920300,7832000,5101100,2731000,22070,22772,24602,17778,30833,47250,18929,2917,22670,4853,62583,.,23533,23261,31037,19815,30694,.,1269,626,159,0,159,0,0,0,0,0,28,13,7,14,0,20,34,4,13,0,11,15,0,0,0,467,210,257,19,62,23,14,30,20,0,14,0,22,6,3,29,0,15,0,0,0,0,0,643,153,0,153,0,0,0,0,0,0,12,27,23,0,0,21,20,17,21,0,0,12,0,0,490,313,177,40,3,14,10,13,13,0,0,27,23,0,34,0,0,0,0,0,0,0,0
ACSSF,2011e5,me,000,0064,0002047,2648,1315,124,29,56,37,88,30,53,35,38,56,83,157,107,45,77,97,57,10,117,19,1333,109,74,56,107,22,55,137,19,36,92,214,91,64,123,7,43,35,34,7,8,25833,32784,23899,77165400,43813000,36996500,6816500,33352400,22676200,10676200,30649,11799,24647,30475,42716,50313,34655,11463,33432,34734,46767,51339,26205,.,22333,26507,37465,45893,3858,1867,790,0,790,0,0,1,0,19,30,0,17,19,21,68,98,95,45,77,97,57,10,117,19,1077,552,525,124,29,55,37,69,0,53,18,19,35,15,59,12,0,0,0,0,0,0,0,1991,685,0,685,0,17,0,0,8,0,75,0,25,77,182,91,64,54,7,33,3,34,7,8,1306,658,648,109,57,56,107,14,55,62,19,11,15,32,0,0,69,0,10,32,0,0,0
ACSSF,2011e5,me,000,0064,0002048,1199,589,120,29,75,29,24,9,13,0,32,76,26,19,39,20,0,10,40,18,0,10,610,51,12,18,18,50,7,42,0,6,62,93,64,27,20,35,24,26,0,17,38,23668,16635,26653,35672900,13936400,11312100,2624300,21736600,19860500,1876000,25728,22688,21106,26850,56000,141250,18750,22688,14167,8750,63533,.,30189,.,27431,30265,49583,140357,1625,762,281,0,281,0,16,0,0,14,0,0,0,26,76,21,12,18,20,0,10,40,18,0,10,481,173,308,120,13,75,29,10,9,13,0,6,0,5,7,21,0,0,0,0,0,0,0,863,422,0,422,0,0,0,0,15,7,8,0,0,62,93,50,27,20,35,24,26,0,17,38,441,253,188,51,12,18,18,35,0,34,0,6,0,0,14,0,0,0,0,0,0,0,0
ACSSF,2011e5,me,000,0064,0002049,1241,662,36,3,11,26,22,0,8,16,9,0,19,81,20,80,56,125,48,28,30,44,579,31,0,16,19,16,29,27,12,47,16,97,46,56,73,18,34,11,0,14,17,36469,45000,27865,51657500,32839600,26958700,5880900,18817900,15381900,3436000,41250,29091,32034,36337,49044,81172,48781,50104,32352,43442,54766,80625,31250,24196,27917,26976,42660,120515,1814,869,441,0,441,0,0,0,0,11,0,8,0,0,0,19,21,20,63,56,125,32,28,14,44,428,207,221,36,3,11,26,11,0,0,16,9,0,0,60,0,17,0,0,16,0,16,0,945,381,0,381,0,0,0,9,0,20,13,0,4,16,60,46,56,73,18,24,11,0,14,17,564,366,198,31,0,16,10,16,9,14,12,43,0,37,0,0,0,0,10,0,0,0,0
ACSSF,2011e5,me,000,0064,0002050,1058,464,8,0,23,30,8,43,10,0,51,15,56,22,78,34,25,5,9,7,40,0,594,56,8,31,18,61,0,21,56,43,47,98,69,17,0,37,9,9,14,0,0,25000,27500,22660,29159000,15338000,11833900,3504100,13821000,9134600,4686400,25908,.,26335,19886,32411,72946,30179,.,27500,20707,41111,.,24043,.,23347,19517,26393,72946,1484,685,272,0,272,0,0,0,0,0,0,0,0,21,0,56,22,78,34,0,5,9,7,40,0,413,221,192,8,0,23,30,8,43,10,0,30,15,0,0,0,0,25,0,0,0,0,0,799,276,0,276,0,0,0,0,4,0,21,29,43,21,10,62,17,0,37,9,9,14,0,0,523,205,318,56,8,31,18,57,0,0,27,0,26,88,7,0,0,0,0,0,0,0,0
ACSSF,2011e5,me,000,0064,0002051,1943,1003,78,35,27,18,7,0,49,0,0,15,124,83,86,71,71,109,79,71,66,14,940,33,34,31,11,40,49,21,113,35,42,121,83,52,47,73,32,63,32,0,28,31993,38808,26773,71580400,40913900,35396900,5517000,30666500,21093100,9573300,35953,4375,35104,32734,38150,54875,42574,25956,40375,44583,29375,58750,27821,.,26161,18750,39150,54000,2472,1253,676,0,676,0,0,6,0,0,0,0,0,0,15,40,83,65,71,71,109,72,71,66,7,577,250,327,78,35,21,18,7,0,49,0,0,0,84,0,21,0,0,0,7,0,0,7,1219,507,0,507,0,0,7,0,12,0,0,40,25,17,104,68,52,47,8,32,35,32,0,28,712,279,433,33,34,24,11,28,49,21,73,10,25,17,15,0,0,65,0,28,0,0,0
ACSSF,2011e5,me,000,0064,0002052,1922,1175,92,30,39,25,59,14,53,8,28,49,41,111,64,117,63,146,24,93,71,48,747,58,12,55,50,11,71,24,0,0,7,69,113,83,55,12,51,32,12,18,14,33902,36816,30917,74284900,51229800,46329300,4900500,23055200,18005800,5049400,37981,31012,22821,42500,41667,58500,44175,31875,35156,46284,40938,68333,32849,27375,14856,34352,43375,44432,2679,1560,821,0,821,0,0,0,0,0,14,53,8,5,21,19,89,64,117,63,146,24,83,71,44,739,385,354,92,30,39,25,59,0,0,0,23,28,22,22,0,0,0,0,0,10,0,4,1119,415,0,415,0,0,0,0,0,0,10,0,0,0,50,113,72,55,12,43,21,12,18,9,704,372,332,58,12,55,50,11,71,14,0,0,7,19,0,11,0,0,8,11,0,0,5
ACSSF,2011e5,me,000,0064,0002053,2479,1200,41,41,42,57,48,19,26,0,50,10,126,67,51,144,79,51,98,23,83,144,1279,91,78,42,55,6,50,39,46,32,41,120,104,107,33,110,70,130,48,49,28,35360,40786,30950,105387200,61480900,50995700,10485200,43906300,34955600,8950700,38611,21641,29861,32969,45893,63198,42339,21016,32371,40417,46369,107542,32175,.,25917,24219,44091,55673,3291,1446,843,0,843,7,0,27,12,0,10,9,0,27,10,107,54,44,89,58,51,98,23,83,134,603,246,357,34,41,15,45,48,9,17,0,23,0,19,13,7,55,21,0,0,0,0,10,1845,722,0,722,0,0,0,0,6,0,0,14,6,21,84,90,98,12,96,53,117,48,49,28,1123,566,557,91,78,42,55,0,50,39,32,26,20,36,14,9,21,14,17,13,0,0,0
ACSSF,2011e5,me,000,0064,0002054,419,243,43,1,11,0,6,19,8,0,53,4,31,45,0,8,0,0,0,0,0,14,176,6,7,0,0,8,2,55,64,22,0,0,0,0,0,0,0,0,0,12,0,19199,21580,17891,10141200,6499700,5344500,1155200,3641500,3278300,363200,20433,4531,20600,25221,.,.,22170,2499,21557,27059,.,.,18711,15288,19085,18641,.,.,1056,540,130,0,130,0,0,0,0,0,0,3,0,39,4,17,45,0,8,0,0,0,0,0,14,410,297,113,43,1,11,0,6,19,5,0,14,0,14,0,0,0,0,0,0,0,0,0,516,142,0,142,0,0,0,0,0,0,55,53,22,0,0,0,0,0,0,0,0,0,12,0,374,340,34,6,7,0,0,8,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2011e5,me,000,0064,0002055,720,314,31,7,0,0,0,0,19,39,46,0,40,28,18,45,19,16,6,0,0,0,406,32,9,20,19,25,42,19,14,17,12,71,39,13,16,12,0,31,0,15,0,25288,25938,23750,19000000,8636400,7584000,1052300,10363700,7594900,2768800,27192,14435,25884,29508,37788,2499,31250,40625,25063,39750,25714,.,26579,14032,26316,24583,39519,2499,996,436,237,0,237,0,0,0,0,0,0,0,39,46,0,34,20,18,45,13,16,6,0,0,0,199,122,77,31,7,0,0,0,0,19,0,0,0,6,8,0,0,6,0,0,0,0,0,560,235,0,235,0,0,0,0,0,31,13,14,17,12,47,30,13,16,12,0,15,0,15,0,325,154,171,32,9,20,19,25,11,6,0,0,0,24,9,0,0,0,0,16,0,0,0
