ACSSF,2011e5,mt,000,0003,0001736,3,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1396,745,33,17,39,20,35,18,15,17,91,115,192,98,47,8,651,40,12,43,61,1,33,34,24,69,112,114,75,23,10,42,12,0,0,0,2,3,0,0,0,3,0,4,0,0,0,30,0,0,5,0,0,0,0,0,0,8,17,0,0,0,50.4,52.9,47.6,50.6,53.2,47.9,.,.,.,35.3,35.2,36.5,.,.,.,.,.,.,.,.,.,37.5,37.0,.,50.5,53.1,46.9,54.5,35.3,61.1,1449
ACSSF,2011e5,mt,000,0003,0001737,61,38,3,5,0,0,0,0,0,0,0,21,5,4,0,0,23,0,0,0,0,0,0,0,0,0,0,4,19,0,0,3160,1662,101,67,179,58,20,87,27,102,144,303,252,223,71,28,1498,71,112,71,30,8,46,71,114,139,293,257,188,78,20,39,19,0,0,0,0,0,0,0,0,0,0,19,0,0,0,20,0,0,0,0,0,0,0,0,3,0,17,0,0,0,47.9,48.0,47.8,47.6,47.7,47.5,.,.,.,30.8,32.6,30.3,.,.,.,.,.,.,.,.,.,60.4,48.5,69.2,47.2,47.1,47.3,60.9,.,61.4,3287
ACSSF,2011e5,mt,000,0003,0001738,114,14,0,3,2,6,0,0,0,0,0,3,0,0,0,0,100,27,4,26,3,25,4,0,6,0,5,0,0,0,0,3932,1894,62,57,121,129,116,254,168,71,199,214,249,124,105,25,2038,92,103,69,63,182,287,108,55,210,261,255,150,152,51,234,102,5,32,17,0,12,18,0,0,7,11,0,0,0,0,132,11,11,4,10,51,0,0,0,24,21,0,0,0,0,32.4,29.6,35.3,35.0,31.2,38.3,.,.,.,17.4,12.6,17.8,35.4,50.9,19.9,18.8,18.8,.,47.5,50.2,47.2,12.8,15.7,12.4,35.9,32.2,38.3,18.7,14.5,19.2,4434
ACSSF,2011e5,mt,000,0003,0001739,376,167,53,10,0,0,19,0,0,0,26,37,9,13,0,0,209,14,24,3,0,19,24,15,0,32,9,29,40,0,0,2650,1300,125,90,69,39,52,5,55,78,150,209,149,157,73,49,1350,17,83,48,39,0,77,53,67,208,184,238,167,116,53,337,125,4,49,0,22,19,2,0,5,5,0,0,0,13,6,212,66,6,21,0,19,25,15,0,1,42,7,10,0,0,38.9,41.0,38.7,45.6,42.8,48.1,.,.,.,24.4,33.0,21.1,28.5,50.8,16.7,.,.,.,46.3,86.1,46.3,35.2,35.1,35.3,46.0,44.2,48.2,18.0,15.4,18.7,4570
ACSSF,2011e5,mt,000,0003,0001740,51,23,0,5,14,0,0,0,0,0,0,0,0,4,0,0,28,0,0,0,0,0,0,0,22,0,3,3,0,0,0,184,104,8,2,3,15,1,0,7,3,3,24,23,12,2,1,80,9,0,0,0,0,5,3,0,15,7,25,3,3,10,47,37,6,0,0,6,0,17,0,0,0,8,0,0,0,0,10,0,0,7,0,0,0,0,0,0,0,3,0,0,0,21.3,17.6,25.4,49.8,48.5,60.1,.,.,.,18.2,17.2,21.2,.,.,.,.,.,.,.,.,.,32.6,14.2,33.3,49.8,48.5,60.1,23.3,23.4,13.7,1688
ACSSF,2011e5,mt,000,0003,0001741,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,414,273,14,0,13,11,0,7,6,8,46,73,82,13,0,0,141,0,18,0,0,0,0,9,3,20,61,30,0,0,0,36,15,0,11,0,0,0,0,0,0,4,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,33.1,34.5,30.1,47.5,47.7,46.8,.,.,.,19.6,19.6,18.0,.,.,.,.,.,.,.,.,.,.,.,.,47.5,47.8,46.8,3.7,6.7,2.0,1440
ACSSF,2011e5,mt,000,0003,0001742,74,14,0,11,0,0,0,0,3,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,34,0,0,0,0,26,0,400,210,10,0,0,0,0,25,74,11,7,10,69,0,4,0,190,0,18,17,0,0,23,14,11,0,57,19,25,0,6,78,72,12,23,0,0,0,7,30,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,24.8,22.7,25.9,29.4,26.8,53.3,.,.,.,22.3,21.3,24.1,.,.,.,.,.,.,.,.,.,31.7,7.2,31.9,34.6,26.9,53.5,20.6,20.1,.,3003
ACSSF,2011e5,mt,000,0003,0001743,27,17,0,0,4,5,0,2,3,0,0,0,3,0,0,0,10,0,0,0,0,7,0,0,0,0,0,3,0,0,0,318,191,0,0,0,33,0,3,1,0,5,27,47,48,20,7,127,4,7,0,9,0,7,0,4,5,40,18,25,3,5,25,8,0,0,5,0,0,0,0,0,0,3,0,0,0,0,17,0,0,0,0,14,0,0,0,0,3,0,0,0,0,29.2,27.6,31.6,55.4,63.4,49.8,.,.,.,25.9,23.8,28.4,.,.,.,.,.,.,.,.,.,18.6,17.9,18.7,56.4,63.7,53.2,18.5,10.8,18.6,2075
ACSSF,2011e5,mt,000,0003,0001744,8,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,824,383,18,44,8,12,9,16,25,18,37,55,56,60,13,12,441,21,18,40,25,5,23,29,24,40,45,58,61,40,12,20,13,7,0,0,0,0,0,0,6,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0,29.5,30.1,44.3,44.8,40.8,.,.,.,18.8,16.8,19.3,.,.,.,.,.,.,.,.,.,.,.,.,45.0,45.9,44.4,4.4,1.9,.,1512
ACSSF,2011e5,mt,000,0003,0001745,36,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,22,8,6,7,0,0,0,0,0,0,0,0,0,1,0,2237,1138,79,58,70,49,7,49,44,60,127,192,182,96,84,41,1099,78,56,65,35,5,59,46,46,119,172,179,98,79,62,51,38,9,0,0,8,0,0,0,7,6,8,0,0,0,0,13,0,9,0,0,0,0,0,0,0,4,0,0,0,0,46.4,46.2,46.9,47.4,47.3,47.5,.,.,.,39.5,39.2,61.0,.,.,.,.,.,.,7.8,15.4,.,2.8,0,8.5,47.3,47.1,47.4,15.9,31.3,7.7,2348
